개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3230000,202632300000800346,서울특별시 송파구청,서울특별시 송파구 방이동 97-3 (도로),서울특별시 송파구 방이동 102-16,생활방범,4,200,,30,202411,02-2147-4657,37.51265,127.11126,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800347,서울특별시 송파구청,서울특별시 송파구 방이동 97-3 (도로),서울특별시 송파구 방이동 71-4,생활방범,3,200,,30,202411,02-2147-4657,37.51191,127.10963,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800348,서울특별시 송파구청,서울특별시 송파구 방이동 97 (도로),서울특별시 송파구 방이동 99-6,생활방범,2,200,,30,202511,02-2147-4657,37.51343,127.11173,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800349,서울특별시 송파구청,서울특별시 송파구 백제고분로50길 32,서울특별시 송파구 방이동 156,생활방범,4,200,,30,202511,02-2147-4657,37.51328,127.118,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800350,서울특별시 송파구청,서울특별시 송파구 오금로21길 28,서울특별시 송파구 방이동 145-19,생활방범,4,200,,30,202511,02-2147-4657,37.51157,127.11529,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800351,서울특별시 송파구청,,서울특별시 송파구 방이동 42-2,생활방범,3,200,,30,202511,02-2147-4657,37.51633,127.11168,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800352,서울특별시 송파구청,서울특별시 송파구 오금로11길 33,서울특별시 송파구 방이동 39-2,생활방범,2,200,,30,202511,02-2147-4657,37.5156,127.1104,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800353,서울특별시 송파구청,서울특별시 송파구 백제고분로48나길 3-17,서울특별시 송파구 방이동 119-9,생활방범,2,200,,30,202511,02-2147-4657,37.51034,127.11616,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800354,서울특별시 송파구청,서울특별시 송파구 오금로11길 47-16,서울특별시 송파구 방이동 47-2,생활방범,2,200,,30,201912,02-2147-4657,37.51614,127.11283,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800355,서울특별시 송파구청,서울특별시 송파구 양재대로 1232,서울특별시 송파구 방이동 89-10 오륜동주민센터 앞,생활방범,3,360,,30,202512,02-2147-4657,37.51531,127.13403,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800356,서울특별시 송파구청,서울특별시 송파구 양재대로 1240,서울특별시 송파구 방이동 89-6,생활방범,2,200,,30,201701,02-2147-4657,37.51532,127.13901,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800357,서울특별시 송파구청,,서울특별시 송파구 방이동 89-24,생활방범,4,200,,30,202104,02-2147-4657,37.51672,127.13192,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800358,서울특별시 송파구청,서울특별시 송파구 양재대로 1278,서울특별시 송파구 방이동 89-22,생활방범,3,300,,30,202205,02-2147-4657,37.52036,127.13551,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800359,서울특별시 송파구청,,서울특별시 송파구 방이동 88-10,생활방범,4,300,,30,202205,02-2147-4657,37.52535,127.12368,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800360,서울특별시 송파구청,,서울특별시 송파구 방이동 88-6,생활방범,4,300,,30,202205,02-2147-4657,37.52066,127.12888,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800361,서울특별시 송파구청,,서울특별시 송파구 방이동 446-9,생활방범,2,200,,30,202205,02-2147-4657,37.51062,127.13632,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800362,서울특별시 송파구청,,서울특별시 송파구 방이동 446-9,생활방범,2,200,,30,202208,02-2147-4657,37.5096,127.13613,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800363,서울특별시 송파구청,서울특별시 송파구 양재대로 1233,서울특별시 송파구 방이동 89-28,생활방범,5,300,,30,202212,02-2147-4657,37.52141,127.13383,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800364,서울특별시 송파구청,,서울특별시 송파구 방이동 89-9,생활방범,3,200,,30,202309,02-2147-4657,37.5156,127.13428,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800365,서울특별시 송파구청,서울특별시 송파구 양재대로 1223-2,서울특별시 송파구 방이동 89-28,생활방범,4,200,,30,202312,02-2147-4657,37.51596,127.13039,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800366,서울특별시 송파구청,,서울특별시 송파구 방이동 89-27,생활방범,3,200,,30,202411,02-2147-4657,37.51662,127.13085,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800367,서울특별시 송파구청,서울특별시 송파구 방이동 451-6 (전),서울특별시 송파구 방이동 451-6,생활방범,2,200,,30,202511,02-2147-4657,37.50896,127.1365,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800368,서울특별시 송파구청,서울특별시 송파구 양재대로 1264,서울특별시 송파구 방이동 89-23,생활방범,5,200,,30,201601,02-2147-4657,37.51865,127.1328,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800369,서울특별시 송파구청,서울특별시 송파구 양재대로72길 8,서울특별시 송파구 오금동 17,생활방범,4,360,,30,201912,02-2147-4657,37.50964,127.12761,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800370,서울특별시 송파구청,서울특별시 송파구 중대로31가길 11,서울특별시 송파구 오금동 33-21,생활방범,3,360,,30,201801,02-2147-4657,37.50573,127.13034,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800371,서울특별시 송파구청,서울특별시 송파구 중대로36길 1,서울특별시 송파구 오금동 81-6,생활방범,3,200,,30,201801,02-2147-4657,37.5069,127.13308,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800372,서울특별시 송파구청,,서울특별시 송파구 오금동 118 누에머리공원 측면,생활방범,2,200,,30,201801,02-2147-4657,37.50352,127.14157,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800373,서울특별시 송파구청,서울특별시 송파구 문정로23길 16 누에머리공원 앞,서울특별시 송파구 오금동 110(112-7 앞) 누에머리공원 앞,생활방범,3,200,,30,201912,02-2147-4657,37.50266,127.14171,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800374,서울특별시 송파구청,서울특별시 송파구 성내천로10길 14,서울특별시 송파구 오금동 61 건너편,생활방범,3,360,,30,201912,02-2147-4657,37.50149,127.13551,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800375,서울특별시 송파구청,서울특별시 송파구 동남로23나길 5,서울특별시 송파구 오금동 53-12,생활방범,2,360,,30,202208,02-2147-4657,37.50236,127.13314,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800376,서울특별시 송파구청,서울특별시 송파구 마천로 115,서울특별시 송파구 오금동 80-12,생활방범,2,300,,30,202412,02-2147-4657,37.50552,127.13266,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800377,서울특별시 송파구청,서울특별시 송파구 마천로28길 3-16,서울특별시 송파구 오금동 132,생활방범,1,200,,30,201912,02-2147-4657,37.50167,127.14047,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800378,서울특별시 송파구청,서울특별시 송파구 마천로21길 9,서울특별시 송파구 오금동 123,생활방범,3,200,,30,202208,02-2147-4657,37.50465,127.13808,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800379,서울특별시 송파구청,서울특별시 송파구 동남로23가길 8-27,서울특별시 송파구 오금동 55-4,생활방범,3,300,,30,202312,02-2147-4657,37.50217,127.13254,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800380,서울특별시 송파구청,서울특별시 송파구 성내천로12길 4,서울특별시 송파구 오금동 150-2,생활방범,3,200,,30,202412,02-2147-4657,37.50082,127.1378,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800381,서울특별시 송파구청,서울특별시 송파구 마천로164,서울특별시 송파구 오금동 126,생활방범,1,200,,30,201601,02-2147-4657,37.50371,127.13725,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800382,서울특별시 송파구청,서울특별시 송파구 동남로23다길 10,서울특별시 송파구 오금동 52-10,생활방범,1,200,,30,201601,02-2147-4657,37.50382,127.133,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800383,서울특별시 송파구청,서울특별시 송파구 성내천로6길 13,서울특별시 송파구 오금동 70-18,생활방범,3,200,,30,201601,02-2147-4657,37.50415,127.1349,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800384,서울특별시 송파구청,서울특별시 송파구 동남로26길 18,서울특별시 송파구 오금동 154-3,생활방범,1,360,,30,201601,02-2147-4657,37.49975,127.13875,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800385,서울특별시 송파구청,서울특별시 송파구 동남로23가길26,서울특별시 송파구 오금동 54-8,생활방범,1,200,,30,201601,02-2147-4657,37.50117,127.13239,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800386,서울특별시 송파구청,,서울특별시 송파구 오금동56-5 그림유치원,생활방범,3,200,,30,201701,02-2147-4657,37.50241,127.13368,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800387,서울특별시 송파구청,서울특별시 송파구 동남로28길 30,서울특별시 송파구 오금동 136,생활방범,4,300,,30,201801,02-2147-4657,37.50104,127.14075,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800388,서울특별시 송파구청,서울특별시 송파구 마천로 76,서울특별시 송파구 오금동 41-24,생활방범,5,200,,30,201801,02-2147-4657,37.50713,127.12881,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800389,서울특별시 송파구청,서울특별시 송파구 위례성대로22나길 33,서울특별시 송파구 오금동 10-7(가야금어린이공원 비석 앞),생활방범,5,200,,30,201801,02-2147-4657,37.50877,127.1297,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800390,서울특별시 송파구청,서울특별시 송파구 문정로23길 16,서울특별시 송파구 오금동 112,생활방범,3,200,,30,201801,02-2147-4657,37.50247,127.14131,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800391,서울특별시 송파구청,서울특별시 송파구 중대로34길 6,서울특별시 송파구 오금동 80-5(진양빌리지),생활방범,3,200,,30,201801,02-2147-4657,37.5059,127.13291,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800392,서울특별시 송파구청,서울특별시 송파구 중대로31길 4,서울특별시 송파구 오금동 33-11,생활방범,4,200,,30,201912,02-2147-4657,37.50489,127.13009,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800393,서울특별시 송파구청,서울특별시 송파구 동남로23가길 54,서울특별시 송파구 오금동 53-3,생활방범,2,360,,30,201912,02-2147-4657,37.50298,127.13302,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800394,서울특별시 송파구청,서울특별시 송파구 동남로24길 11,서울특별시 송파구 오금동 152-3,생활방범,3,360,,30,201912,02-2147-4657,37.49949,127.13748,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800395,서울특별시 송파구청,서울특별시 송파구 성내천로10길 4,서울특별시 송파구 오금동 61-6 오금경로당,생활방범,3,200,,30,202009,02-2147-4657,37.50197,127.13657,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800396,서울특별시 송파구청,서울특별시 송파구 성내천로10길 4,서울특별시 송파구 오금동 61-6 오금경로당,생활방범,1,200,,30,201912,02-2147-4657,37.50197,127.13657,2026-05-01,,2026-05-22 22:28:33,2026-05-21 10:52:27
3230000,202632300000800397,서울특별시 송파구청,서울특별시 송파구 위례성대로22나길 3,서울특별시 송파구 오금동 8-6,생활방범,3,300,,30,202009,02-2147-4657,37.50995,127.13091,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:27
3230000,202632300000800398,서울특별시 송파구청,서울특별시 송파구 위례성대로22나길 3,서울특별시 송파구 오금동 8-6,생활방범,2,500,,30,202212,02-2147-4657,37.50995,127.13091,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800399,서울특별시 송파구청,서울특별시 송파구 중대로40길 3-14,서울특별시 송파구 오금동 94-9,생활방범,2,300,,30,202104,02-2147-4657,37.50853,127.13419,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800400,서울특별시 송파구청,서울특별시 송파구 중대로31길 20,서울특별시 송파구 오금동 39-7,생활방범,3,360,,30,202104,02-2147-4657,37.50561,127.12887,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800401,서울특별시 송파구청,서울특별시 송파구 마천로26길 6-1,서울특별시 송파구 오금동 130,생활방범,3,360,,30,202104,02-2147-4657,37.5024,127.13894,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800402,서울특별시 송파구청,서울특별시 송파구 마천로26길 6-1,서울특별시 송파구 오금동 130,생활방범,1,500,,30,202104,02-2147-4657,37.5024,127.13894,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800403,서울특별시 송파구청,서울특별시 송파구 성내천로 95,서울특별시 송파구 오금동 136-3,생활방범,4,360,,30,202104,02-2147-4657,37.50088,127.13956,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800404,서울특별시 송파구청,서울특별시 송파구 마천로 53,서울특별시 송파구 오금동 17-8,생활방범,3,300,,30,202104,02-2147-4657,37.50854,127.12647,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800405,서울특별시 송파구청,서울특별시 송파구 위례성대로 158,서울특별시 송파구 오금동 2,생활방범,3,300,,30,202512,02-2147-4657,37.51118,127.12862,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800406,서울특별시 송파구청,서울특별시 송파구 오금로35길 8,서울특별시 송파구 오금동 45-4,생활방범,3,360,,30,202312,02-2147-4657,37.50383,127.1272,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800407,서울특별시 송파구청,서울특별시 송파구 오금로 307,서울특별시 송파구 오금동 45,생활방범,3,200,,30,202312,02-2147-4657,37.50341,127.12627,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800408,서울특별시 송파구청,서울특별시 송파구 위례성대로22길 27,서울특별시 송파구 오금동 24-2,생활방범,4,200,,30,202312,02-2147-4657,37.50796,127.13028,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800409,서울특별시 송파구청,서울특별시 송파구 마천로 7길 14,서울특별시 송파구 오금동 20-17,생활방범,3,200,,30,202312,02-2147-4657,37.50889,127.12808,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800410,서울특별시 송파구청,서울특별시 송파구 중대로38길 26,서울특별시 송파구 오금동 87-6,생활방범,3,200,,30,202312,02-2147-4657,37.50618,127.13543,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800411,서울특별시 송파구청,서울특별시 송파구 중대로31길 18-22,서울특별시 송파구 오금동 37-7,생활방범,3,200,,30,202312,02-2147-4657,37.50649,127.12975,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800412,서울특별시 송파구청,서울특별시 송파구 문정로 267,서울특별시 송파구 오금동 112-4,생활방범,3,200,,30,202312,02-2147-4657,37.50204,127.14263,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800413,서울특별시 송파구청,서울특별시 송파구 오금로49길 18,서울특별시 송파구 오금동 162,생활방범,3,200,,30,202411,02-2147-4657,37.49836,127.13751,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800414,서울특별시 송파구청,,서울특별시 송파구 오금동 65,생활방범,3,200,,30,202411,02-2147-4657,37.5024,127.13448,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800415,서울특별시 송파구청,,서울특별시 송파구 오금동 57-13,생활방범,3,200,,30,202411,02-2147-4657,37.50201,127.13347,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800416,서울특별시 송파구청,,서울특별시 송파구 오금동 55-8,생활방범,2,200,,30,202411,02-2147-4657,37.50178,127.13256,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800417,서울특별시 송파구청,,서울특별시 송파구 오금동 112-6,생활방범,3,200,,30,202411,02-2147-4657,37.50202,127.14194,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800418,서울특별시 송파구청,,서울특별시 송파구 오금동 75-4,생활방범,3,200,,30,202411,02-2147-4657,37.50374,127.13694,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800419,서울특별시 송파구청,,서울특별시 송파구 오금동 62-11,생활방범,4,200,,30,202411,02-2147-4657,37.50192,127.13504,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800420,서울특별시 송파구청,,서울특별시 송파구 오금동 39-1,생활방범,3,200,,30,202411,02-2147-4657,37.50647,127.12913,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800421,서울특별시 송파구청,,서울특별시 송파구 오금동 88-3,생활방범,4,200,,30,202411,02-2147-4657,37.50661,127.13381,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800422,서울특별시 송파구청,,서울특별시 송파구 오금동 78-5,생활방범,3,200,,30,202411,02-2147-4657,37.50519,127.13493,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800423,서울특별시 송파구청,,서울특별시 송파구 오금동 73-2,생활방범,3,200,,30,202411,02-2147-4657,37.50396,127.13568,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800424,서울특별시 송파구청,,서울특별시 송파구 오금동 35-1,생활방범,3,200,,30,202412,02-2147-4657,37.50573,127.12952,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800425,서울특별시 송파구청,,서울특별시 송파구 오금동 62-5 송파더플래티넘 101동 세븐일레븐 앞,생활방범,3,200,,30,202511,02-2147-4657,37.50237,127.13583,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800426,서울특별시 송파구청,서울특별시 송파구 중대로27길 2,서울특별시 송파구 오금동 47-6,생활방범,3,200,,30,202511,02-2147-4657,37.50344,127.12859,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800427,서울특별시 송파구청,서울특별시 송파구 성내천로8가길 4-20,서울특별시 송파구 오금동 65-9,생활방범,3,200,,30,202511,02-2147-4657,37.50273,127.13533,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800428,서울특별시 송파구청,서울특별시 송파구 마천로11길 3,서울특별시 송파구 오금동 25-7,생활방범,3,200,,30,202511,02-2147-4657,37.5066,127.13141,2026-05-01,,2026-05-22 22:28:34,2026-05-21 10:52:28
3230000,202632300000800429,서울특별시 송파구청,서울특별시 송파구 마천로25길 2,서울특별시 송파구 오금동 115-15,생활방범,2,200,,30,202511,02-2147-4657,37.50303,127.1399,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800430,서울특별시 송파구청,서울특별시 송파구 동남로23가길 34,서울특별시 송파구 오금동 54-4,생활방범,2,200,,30,202511,02-2147-4657,37.50189,127.13172,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800431,서울특별시 송파구청,서울특별시 송파구 동남로 309-9,서울특별시 송파구 오금동 127-12,생활방범,3,200,,30,202512,02-2147-4657,37.50336,127.13743,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800432,서울특별시 송파구청,서울특별시 송파구 동남로23다길 18,서울특별시 송파구 오금동 52-4,생활방범,2,200,,30,201912,02-2147-4657,37.50426,127.1337,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800433,서울특별시 송파구청,서울특별시 송파구 백제고분로41길 42,서울특별시 송파구 송파1동 9-9,생활방범,4,200,,30,202208,02-2147-4657,37.50913,127.10591,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800434,서울특별시 송파구청,서울특별시 송파구 백제고분로41길 9,서울특별시 송파구 송파1동 18-18,생활방범,4,300,,30,202208,02-2147-4657,37.50696,127.1083,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800435,서울특별시 송파구청,서울특별시 송파구 백제고분로41길 24-1,서울특별시 송파구 송파1동 26-7,생활방범,4,300,,30,201701,02-2147-4657,37.50804,127.10711,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800436,서울특별시 송파구청,서울특별시 송파구 백제고분로43길 29,서울특별시 송파구 송파1동 36-19,생활방범,2,200,,30,201701,02-2147-4657,37.50956,127.10765,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800437,서울특별시 송파구청,서울특별시 송파구 백제고분로41길 6-58,서울특별시 송파구 송파1동 41-1,생활방범,3,200,,30,201701,02-2147-4657,37.5086,127.10845,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800438,서울특별시 송파구청,서울특별시 송파구 백제고분로45길 11,서울특별시 송파구 송파1동 43-1,생활방범,1,200,,30,202412,02-2147-4657,37.50943,127.1101,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800439,서울특별시 송파구청,서울특별시 송파구 백제고분로45길 24,서울특별시 송파구 송파1동 54-9,생활방범,1,200,,30,201701,02-2147-4657,37.51015,127.10891,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800440,서울특별시 송파구청,서울특별시 송파구 백제고분로45길 34,서울특별시 송파구 송파1동 56-1,생활방범,3,200,,30,201912,02-2147-4657,37.51069,127.10792,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800441,서울특별시 송파구청,서울특별시 송파구 가락로23길 8,서울특별시 송파구 송파1동 105-15 새싹어린이공원,생활방범,4,360,,30,201601,02-2147-4657,37.50385,127.11238,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800442,서울특별시 송파구청,서울특별시 송파구 가락로23길 15,서울특별시 송파구 송파1동 108-8,생활방범,1,200,,30,201912,02-2147-4657,37.5044,127.11181,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800443,서울특별시 송파구청,서울특별시 송파구 가락로21길 49,서울특별시 송파구 송파1동 115-9,생활방범,3,360,,30,201912,02-2147-4657,37.50587,127.11191,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800444,서울특별시 송파구청,서울특별시 송파구 백제고분로44길 13-33,서울특별시 송파구 송파1동 128,생활방범,3,360,,30,201912,02-2147-4657,37.50684,127.11348,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800445,서울특별시 송파구청,서울특별시 송파구 오금로22길 6,서울특별시 송파구 송파1동 144-7 139-5 덕산나동 옆,생활방범,4,360,,30,201912,02-2147-4657,37.50809,127.11502,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800446,서울특별시 송파구청,서울특별시 송파구 백제고분로44길 23,서울특별시 송파구 송파동 117-7,생활방범,2,360,,30,201912,02-2147-4657,37.50658,127.11286,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800447,서울특별시 송파구청,서울특별시 송파구 백제고분로46길 32-28,서울특별시 송파구 송파동 118-11,생활방범,3,360,,30,201912,02-2147-4657,37.50621,127.11343,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800448,서울특별시 송파구청,서울특별시 송파구 가락로21길 58,서울특별시 송파구 송파동 117-29,생활방범,2,360,,30,201912,02-2147-4657,37.50641,127.11244,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800449,서울특별시 송파구청,서울특별시 송파구 백제고분로44길 38,서울특별시 송파구 송파동 117-12,생활방범,2,360,,30,202412,02-2147-4657,37.50568,127.11222,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800450,서울특별시 송파구청,서울특별시 송파구 백제고분로41길 36-29,서울특별시 송파구 송파동 36-2,생활방범,2,200,,30,202208,02-2147-4657,37.50923,127.10741,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800451,서울특별시 송파구청,서울특별시 송파구 백제고분로42길 14-30,서울특별시 송파구 송파동 87-7,생활방범,3,300,,30,202208,02-2147-4657,37.50424,127.10871,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800452,서울특별시 송파구청,서울특별시 송파구 가락로21길 26,서울특별시 송파구 송파동 92-8,생활방범,2,300,,30,202208,02-2147-4657,37.50433,127.1101,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800453,서울특별시 송파구청,서울특별시 송파구 오금로20길 4-9,서울특별시 송파구 송파동 136-2,생활방범,2,300,,30,202312,02-2147-4657,37.50957,127.11242,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800454,서울특별시 송파구청,서울특별시 송파구 송파대로40길 9,서울특별시 송파구 송파동 95-3,생활방범,1,200,,30,202412,02-2147-4657,37.50355,127.1101,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800455,서울특별시 송파구청,서울특별시 송파구 백제고분로42길 19,서울특별시 송파구 송파동 111-44,생활방범,1,200,,30,202312,02-2147-4657,37.50582,127.11132,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800456,서울특별시 송파구청,서울특별시 송파구 백제고분로46길 9,서울특별시 송파구 송파동 137-8,생활방범,2,200,,30,201501,02-2147-4657,37.50852,127.11225,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
3230000,202632300000800457,서울특별시 송파구청,서울특별시 송파구 백제고분로44길 64,서울특별시 송파구 송파동 104,생활방범,1,200,,30,202512,02-2147-4657,37.50404,127.11343,2026-05-01,,2026-05-22 22:28:35,2026-05-21 10:52:28
